label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
Left,0.2460833340883255,0.2937310039997101,0.33628952503204346,0.37050268054008484,0.4011487364768982,0.2911348044872284,0.288128137588501,0.28390660881996155,0.27653229236602783,0.25947362184524536,0.25409451127052307,0.26565974950790405,0.2707935571670532,0.23042058944702148,0.22446417808532715,0.24284903705120087,0.24981124699115753,0.20209522545337677,0.19949087500572205,0.2177799940109253,0.22406010329723358,0.653989315032959,0.6379812955856323,0.586281955242157,0.547010064125061,0.5368276238441467,0.49786144495010376,0.4236116409301758,0.38007494807243347,0.3405977487564087,0.5072214603424072,0.48737674951553345,0.5505011677742004,0.5636847019195557,0.5215674042701721,0.5071266889572144,0.5645251274108887,0.5760646462440491,0.5400107502937317,0.5231530666351318,0.5651161670684814,0.5829376578330994,1.983292818863447e-08,-0.02854049764573574,-0.041801534593105316,-0.05254014581441879,-0.06179962679743767,-0.02827073261141777,-0.04824346676468849,-0.056689076125621796,-0.062410712242126465,-0.02472550980746746,-0.05112456530332565,-0.04857804626226425,-0.0412137545645237,-0.025143366307020187,-0.05621282011270523,-0.04432712495326996,-0.02937111258506775,-0.02807324193418026,-0.04911002144217491,-0.03987667337059975,-0.028444726020097733
Left,0.24579325318336487,0.29396045207977295,0.33621615171432495,0.3714051842689514,0.40222790837287903,0.2910780608654022,0.2888320982456207,0.2851234972476959,0.27836862206459045,0.2591462731361389,0.2537282407283783,0.2654680907726288,0.2711130976676941,0.22955113649368286,0.22359099984169006,0.24188964068889618,0.2490735948085785,0.2015908658504486,0.19790488481521606,0.2166007161140442,0.22241538763046265,0.6564583778381348,0.637423038482666,0.5879831910133362,0.5496095418930054,0.5361917018890381,0.4968363046646118,0.42341938614845276,0.3806902766227722,0.34022432565689087,0.5078438520431519,0.4871799945831299,0.5505151748657227,0.5597671270370483,0.5227149724960327,0.5077219009399414,0.5652875304222107,0.5716100931167603,0.5412667989730835,0.5246952176094055,0.5654911994934082,0.5814248323440552,3.4793622205597785e-08,-0.030704587697982788,-0.043704334646463394,-0.05330738425254822,-0.06047931686043739,-0.028582081198692322,-0.04988434910774231,-0.05867297202348709,-0.06384310126304626,-0.02371837943792343,-0.04782651364803314,-0.043258316814899445,-0.03482097014784813,-0.023660166189074516,-0.05377519130706787,-0.0415848083794117,-0.02657143585383892,-0.026349743828177452,-0.04539483040571213,-0.03519875556230545,-0.023448195308446884
Left,0.24696435034275055,0.2949696183204651,0.3381281793117523,0.3725036680698395,0.40243852138519287,0.29265567660331726,0.2900242805480957,0.28580981492996216,0.2786206901073456,0.2609984874725342,0.25558024644851685,0.266563355922699,0.27202746272087097,0.23188212513923645,0.22563481330871582,0.24305033683776855,0.2505600154399872,0.20376524329185486,0.200363427400589,0.21788710355758667,0.22493967413902283,0.6550298929214478,0.6368857622146606,0.5865492224693298,0.5494177937507629,0.5380985140800476,0.49726608395576477,0.4238254725933075,0.3800070881843567,0.34009823203086853,0.5058996677398682,0.4866412878036499,0.5473606586456299,0.5600850582122803,0.520447313785553,0.5091572999954224,0.5645059943199158,0.5738047361373901,0.5385537147521973,0.5233479142189026,0.5641986131668091,0.5802391767501831,4.0484515295702295e-08,-0.028035983443260193,-0.04077655449509621,-0.05119907483458519,-0.0602051317691803,-0.026187891140580177,-0.045501261949539185,-0.053977541625499725,-0.059874001890420914,-0.02277248725295067,-0.04864957928657532,-0.047131575644016266,-0.0406157411634922,-0.023310137912631035,-0.05395473912358284,-0.04342430457472801,-0.029472367838025093,-0.02629864402115345,-0.04709528014063835,-0.03862444683909416,-0.027796447277069092
Left,0.24919334053993225,0.2978486716747284,0.3408749997615814,0.376149445772171,0.4071507751941681,0.2969951033592224,0.29356256127357483,0.2887209355831146,0.2814420163631439,0.26517176628112793,0.2592149078845978,0.2698114514350891,0.2758859694004059,0.23559194803237915,0.22864438593387604,0.24580195546150208,0.2541518807411194,0.20701377093791962,0.2030230164527893,0.22025763988494873,0.2275170385837555,0.6561921834945679,0.6383689641952515,0.5877871513366699,0.5494693517684937,0.5350771546363831,0.4972773492336273,0.4232133626937866,0.37994384765625,0.33990317583084106,0.505657434463501,0.4860806167125702,0.5478098392486572,0.5589707493782043,0.5196282267570496,0.5076299905776978,0.5642077326774597,0.5730206966400146,0.5373318791389465,0.5227773785591125,0.5648244023323059,0.5811156630516052,4.481346138618392e-08,-0.02955801412463188,-0.04286855086684227,-0.05343911424279213,-0.062323927879333496,-0.02727290242910385,-0.047033943235874176,-0.055443793535232544,-0.06115316227078438,-0.023122742772102356,-0.04874437674880028,-0.04658634960651398,-0.03970472514629364,-0.02323198691010475,-0.0535484179854393,-0.04221271723508835,-0.02793855033814907,-0.025997132062911987,-0.04662744700908661,-0.03787567466497421,-0.026906564831733704
Left,0.26342424750328064,0.3122695982456207,0.35515663027763367,0.3930101692676544,0.42485707998275757,0.3103529214859009,0.3071367144584656,0.3026336431503296,0.2949090301990509,0.28028374910354614,0.2794821262359619,0.2888370156288147,0.29135259985923767,0.25111597776412964,0.2503117322921753,0.26430681347846985,0.26864758133888245,0.22102642059326172,0.22378289699554443,0.2387712299823761,0.24329595267772675,0.6543928384780884,0.6382424831390381,0.5847097635269165,0.5503661036491394,0.5390350818634033,0.49970853328704834,0.4252549409866333,0.38241612911224365,0.3416312038898468,0.5068692564964294,0.48816829919815063,0.5483841300010681,0.5581363439559937,0.5205110907554626,0.5044493079185486,0.5602601766586304,0.5705448389053345,0.536713719367981,0.5186734795570374,0.560441792011261,0.5784019231796265,2.8839842514116754e-08,-0.025297898799180984,-0.03874672204256058,-0.050858188420534134,-0.062159083783626556,-0.026667466387152672,-0.04513496533036232,-0.05293641611933708,-0.05884215608239174,-0.024831615388393402,-0.04973010718822479,-0.047468725591897964,-0.041527073830366135,-0.026409795507788658,-0.054592590779066086,-0.041605427861213684,-0.0273765716701746,-0.030395448207855225,-0.04944091662764549,-0.039574429392814636,-0.02852299064397812
Left,0.27342310547828674,0.3211766481399536,0.36302608251571655,0.4019871652126312,0.4331713616847992,0.32191741466522217,0.31940481066703796,0.31533172726631165,0.3082621395587921,0.29201966524124146,0.29070499539375305,0.2991458773612976,0.3028113842010498,0.2628474533557892,0.26076123118400574,0.2748313248157501,0.2801573872566223,0.2325146198272705,0.23435309529304504,0.24962876737117767,0.2550506591796875,0.6577298641204834,0.640516459941864,0.588513970375061,0.5537419319152832,0.5429906845092773,0.5035077929496765,0.429375022649765,0.3853013515472412,0.3459159731864929,0.510536253452301,0.49006718397140503,0.5493408441543579,0.5589430332183838,0.5241914987564087,0.5068224668502808,0.5611010193824768,0.5723738074302673,0.5402436852455139,0.5219012498855591,0.5630596876144409,0.58124840259552,5.1757453434220224e-08,-0.024158243089914322,-0.037797294557094574,-0.0506548248231411,-0.06289532035589218,-0.024300605058670044,-0.04218384250998497,-0.049424756318330765,-0.05482590198516846,-0.022937051951885223,-0.0471050851047039,-0.044377438724040985,-0.03797495737671852,-0.02501145377755165,-0.052841588854789734,-0.03984105959534645,-0.025601500645279884,-0.02941359393298626,-0.04887908324599266,-0.039494168013334274,-0.0286564864218235
Left,0.2738501727581024,0.32128146290779114,0.36294856667518616,0.40083926916122437,0.43402695655822754,0.3210204243659973,0.31845447421073914,0.31495797634124756,0.30884724855422974,0.29038259387016296,0.2883029580116272,0.2976401746273041,0.30048510432243347,0.26095426082611084,0.2581484913825989,0.273418664932251,0.2780453562736511,0.23121920228004456,0.23167431354522705,0.2476085126399994,0.251342236995697,0.6572420001029968,0.6385678648948669,0.5867562294006348,0.5521881580352783,0.5435237288475037,0.5040818452835083,0.43021705746650696,0.38576364517211914,0.34604066610336304,0.5109652280807495,0.4905175566673279,0.5499750971794128,0.560881495475769,0.5244131684303284,0.507440984249115,0.5620357990264893,0.5728452801704407,0.5410981774330139,0.5227378606796265,0.5628432631492615,0.5804079174995422,5.1067999606857484e-08,-0.026023875921964645,-0.039820779114961624,-0.051892224699258804,-0.06293892860412598,-0.026672473177313805,-0.04521689563989639,-0.05321544036269188,-0.05912556126713753,-0.024387864395976067,-0.048419300466775894,-0.04575122147798538,-0.03952586278319359,-0.02572881430387497,-0.05342302471399307,-0.04074110463261604,-0.026774268597364426,-0.02957773767411709,-0.04873838648200035,-0.039474766701459885,-0.028890233486890793
Left,0.2836366891860962,0.33054062724113464,0.37250322103500366,0.4131220281124115,0.4462917745113373,0.33212804794311523,0.3306359052658081,0.3274367153644562,0.3204611539840698,0.3020349442958832,0.3030731678009033,0.3105531334877014,0.3119260370731354,0.27296310663223267,0.2724718749523163,0.2857261300086975,0.2894972860813141,0.243373304605484,0.24602410197257996,0.260299414396286,0.26421689987182617,0.6614672541618347,0.6430836915969849,0.5924789309501648,0.558603048324585,0.5459049940109253,0.5063490867614746,0.4332153797149658,0.388357937335968,0.3484739363193512,0.5119848847389221,0.4930402636528015,0.5537974238395691,0.5606585741043091,0.5248780846595764,0.509331464767456,0.5639219880104065,0.5728902220726013,0.5400353074073792,0.5246753692626953,0.5661777853965759,0.5831525325775146,8.578366816891503e-08,-0.026599222794175148,-0.04316693916916847,-0.05890814960002899,-0.07384877651929855,-0.0255130548030138,-0.04426201805472374,-0.05164070427417755,-0.05693119764328003,-0.023458633571863174,-0.04724365100264549,-0.04316481575369835,-0.03566993400454521,-0.025330033153295517,-0.052161749452352524,-0.037679292261600494,-0.022772150114178658,-0.02989858202636242,-0.047844406217336655,-0.037329141050577164,-0.025992905721068382
Left,0.40363675355911255,0.42484399676322937,0.44797462224960327,0.4655137062072754,0.4809374511241913,0.4625277817249298,0.4823564291000366,0.49050450325012207,0.49429118633270264,0.46066343784332275,0.4818290174007416,0.49007970094680786,0.4932696521282196,0.4563007950782776,0.4772944152355194,0.48636871576309204,0.4903731346130371,0.45115363597869873,0.46956512331962585,0.4794400930404663,0.48473963141441345,0.5904874205589294,0.5929590463638306,0.5942421555519104,0.5959931015968323,0.5966204404830933,0.5702676773071289,0.5497947931289673,0.5306226015090942,0.5137742757797241,0.5626463890075684,0.5416507124900818,0.5216782093048096,0.5043585300445557,0.5555761456489563,0.5370413064956665,0.518436849117279,0.5030104517936707,0.5493927001953125,0.5353146195411682,0.5229892730712891,0.5128377079963684,-8.17663803331925e-09,0.001947844517417252,-0.0004380390455480665,-0.0046198102645576,-0.00890688132494688,0.002618253929540515,-0.003505669068545103,-0.008984423242509365,-0.0125569524243474,-0.0033061811700463295,-0.008519602008163929,-0.012798824347555637,-0.01580796018242836,-0.009756042622029781,-0.013842539861798286,-0.014832322485744953,-0.015404188074171543,-0.016346493735909462,-0.018530232831835747,-0.017416516318917274,-0.016393495723605156
Left,0.2948934733867645,0.34210214018821716,0.3868938684463501,0.42990514636039734,0.46548333764076233,0.34601253271102905,0.345380574464798,0.34199100732803345,0.3356046676635742,0.31593942642211914,0.31820234656333923,0.32575392723083496,0.3279207944869995,0.2861105501651764,0.2872104346752167,0.30017736554145813,0.30538782477378845,0.2557925581932068,0.25843194127082825,0.2731417417526245,0.27911505103111267,0.6612242460250854,0.6426467895507812,0.5947296023368835,0.561150074005127,0.5470793843269348,0.5052303671836853,0.43365979194641113,0.39053210616111755,0.35059475898742676,0.5086146593093872,0.49588632583618164,0.5558082461357117,0.5598363280296326,0.5214295983314514,0.5109727382659912,0.565380334854126,0.5723605751991272,0.5370986461639404,0.5271522402763367,0.5680533647537231,0.5827463865280151,1.2457365983209456e-07,-0.028022462502121925,-0.0469193197786808,-0.06518485397100449,-0.08254110813140869,-0.026176825165748596,-0.04677370563149452,-0.05514433979988098,-0.06085965037345886,-0.023915493860840797,-0.04869149625301361,-0.0447423979640007,-0.037304025143384933,-0.02589830569922924,-0.053003888577222824,-0.038308657705783844,-0.023378796875476837,-0.03076331876218319,-0.04861897975206375,-0.038290854543447495,-0.026994425803422928
